Particle_Type_Code,Mixing_rate_rpm,Chitosan_TPP_Ratio_v_v,Chitosan_Concentration_mg_ml,TPP_Concentration_mg_ml,Particle_Diameter_nm
0,750,1,1.25,0.25,364.3574
0,750,1,1.25,0.5,353.7863
0,750,1,1.25,0.75,359.4461
0,750,1,1.25,1,356.99
0,750,1,1.25,1.25,338.0022
0,750,1,1.25,1.5,326.0154
0,750,1,1.25,2,360.8226
0,750,1,1.25,2.5,350.7902
0,750,1,1.25,3,363.8509
0,750,1,1.25,3.5,344.146
0,750,1,1.25,4,345.5293
0,750,1,1.25,4.5,369.2422
0,750,1,1.25,5,354.7839
0,750,1,1.5,0.25,366.0666
0,750,1,1.5,0.5,350.3595
0,750,1,1.5,0.75,365.7156
0,750,1,1.5,1,355.822
0,750,1,1.5,1.25,363.5094
0,750,1,1.5,1.5,362.1381
0,750,1,1.5,2,352.8937
0,750,1,1.5,2.5,343.0451
0,750,1,1.5,3,348.9179
0,750,1,1.5,3.5,355.096
0,750,1,1.5,4,360.3131
0,750,1,1.5,4.5,352.1089
0,750,1,1.5,5,355.9469
0,750,1,2,0.25,349.569
0,750,1,2,0.5,359.1444
0,750,1,2,0.75,370.7447
0,750,1,2,1,368.1499
0,750,1,2,1.25,362.305
0,750,1,2,1.5,362.4431
0,750,1,2,2,349.2319
0,750,1,2,2.5,350.8677
0,750,1,2,3,360.209
0,750,1,2,3.5,342.685
0,750,1,2,4,358.6284
0,750,1,2,4.5,367.1936
0,750,1,2,5,347.588
0,750,1,2.5,0.25,490.9857
0,750,1,2.5,0.5,488.7504
0,750,1,2.5,0.75,475.5986
0,750,1,2.5,1,489.799
0,750,1,2.5,1.25,517.6064
0,750,1,2.5,1.5,484.0824
0,750,1,2.5,2,472.4196
0,750,1,2.5,2.5,476.1952
0,750,1,2.5,3,523.0247
0,750,1,2.5,3.5,465.1427
0,750,1,2.5,4,490.6455
0,750,1,2.5,4.5,490.3541
0,750,1,2.5,5,515.2627
0,750,1,3,0.25,489.2441
0,750,1,3,0.5,487.8003
0,750,1,3,0.75,498.747
0,750,1,3,1,461.5007
0,750,1,3,1.25,496.0541
0,750,1,3,1.5,508.9698
0,750,1,3,2,488.3809
0,750,1,3,2.5,475.9163
0,750,1,3,3,476.3872
0,750,1,3,3.5,506.3887
0,750,1,3,4,469.4615
0,750,1,3,4.5,541.0899
0,750,1,3,5,495.8495
0,750,1,3.5,0.25,464.8579
0,750,1,3.5,0.5,474.9697
0,750,1,3.5,0.75,481.7826
0,750,1,3.5,1,471.9307
0,750,1,3.5,1.25,502.772
0,750,1,3.5,1.5,478.9809
0,750,1,3.5,2,474.815
0,750,1,3.5,2.5,489.102
0,750,1,3.5,3,498.7221
0,750,1,3.5,3.5,483.6536
0,750,1,3.5,4,481.8952
0,750,1,3.5,4.5,464.5871
0,750,1,3.5,5,461.1407
0,750,1,4,0.25,484.133
0,750,1,4,0.5,481.4861
0,750,1,4,0.75,476.1289
0,750,1,4,1,468.6608
0,750,1,4,1.25,490.4338
0,750,1,4,1.5,481.2765
0,750,1,4,2,509.0894
0,750,1,4,2.5,492.4743
0,750,1,4,3,488.0415
0,750,1,4,3.5,479.7618
0,750,1,4,4,464.5746
0,750,1,4,4.5,488.6306
0,750,1,4,5,487.7183
0,750,1,4.5,0.25,594.0389
0,750,1,4.5,0.5,690.5042
0,750,1,4.5,0.75,626.9944
0,750,1,4.5,1,624.3768
0,750,1,4.5,1.25,629.0629
0,750,1,4.5,1.5,639.9972
0,750,1,4.5,2,605.485
0,750,1,4.5,2.5,638.6273
0,750,1,4.5,3,645.6137
0,750,1,4.5,3.5,562.3402
0,750,1,4.5,4,625.8627
0,750,1,4.5,4.5,611.543
0,750,1,4.5,5,633.2057
0,750,1,5,0.25,577.8381
0,750,1,5,0.5,541.6744
0,750,1,5,0.75,521.9747
0,750,1,5,1,516.2144
0,750,1,5,1.25,573.7633
0,750,1,5,1.5,652.7131
0,750,1,5,2,498.3573
0,750,1,5,2.5,408.187
0,750,1,5,3,595.6144
0,750,1,5,3.5,588.7137
0,750,1,5,4,366.7313
0,750,1,5,4.5,539.0606
0,750,1,5,5,589.7662
0,750,1.5,0.25,0.25,483.365
0,750,1.5,0.25,0.5,529.0501
0,750,1.5,0.25,0.75,543.372
0,750,1.5,0.25,1,525.2887
0,750,1.5,0.25,1.25,611.6931
0,750,1.5,0.25,1.5,498.8028
0,750,1.5,0.25,2,526.6816
0,750,1.5,0.25,2.5,505.4773
0,750,1.5,0.25,3,616.3384
0,750,1.5,0.25,3.5,602.6891
0,750,1.5,0.25,4,580.0349
0,750,1.5,0.25,4.5,558.5215
0,750,1.5,0.25,5,569.4371
0,750,1.5,0.5,0.25,526.1086
0,750,1.5,0.5,0.5,563.1996
0,750,1.5,0.5,0.75,543.2047
0,750,1.5,0.5,1,623.6107
0,750,1.5,0.5,1.25,557.2806
0,750,1.5,0.5,1.5,515.7244
0,750,1.5,0.5,2,517.6035
0,750,1.5,0.5,2.5,525.6637
0,750,1.5,0.5,3,522.1267
0,750,1.5,0.5,3.5,544.0544
0,750,1.5,0.5,4,539.6653
0,750,1.5,0.5,4.5,511.7912
0,750,1.5,0.5,5,524.211
0,750,1.5,0.75,0.25,568.1143
0,750,1.5,0.75,0.5,548.7071
0,750,1.5,0.75,0.75,524.8078
0,750,1.5,0.75,1,550.0429
0,750,1.5,0.75,1.25,605.7943
0,750,1.5,0.75,1.5,618.1595
0,750,1.5,0.75,2,548.4523
0,750,1.5,0.75,2.5,575.2776
0,750,1.5,0.75,3,529.7336
0,750,1.5,0.75,3.5,613.1707
0,750,1.5,0.75,4,540.2234
0,750,1.5,0.75,4.5,533.5755
0,750,1.5,0.75,5,547.9453
0,750,1.5,1,0.25,540.7164
0,750,1.5,1,0.5,518.6084
0,750,1.5,1,0.75,549.0722
0,750,1.5,1,1,538.3928
0,750,1.5,1,1.25,526.6846
0,750,1.5,1,1.5,566.5947
0,750,1.5,1,2,534.5965
0,750,1.5,1,2.5,484.8175
0,750,1.5,1,3,519.5127
0,750,1.5,1,3.5,508.0517
0,750,1.5,1,4,497.9703
0,750,1.5,1,4.5,517.5447
0,750,1.5,1,5,588.6239
0,750,1.5,1.25,0.25,535.8803
0,750,1.5,1.25,0.5,535.9515
0,750,1.5,1.25,0.75,577.3626
0,750,1.5,1.25,1,551.9181
0,750,1.5,1.25,1.25,510.6581
0,750,1.5,1.25,1.5,510.5434
0,750,1.5,1.25,2,588.5866
0,750,1.5,1.25,2.5,614.9629
0,750,1.5,1.25,3,545.9383
0,750,1.5,1.25,3.5,537.7142
0,750,1.5,1.25,4,545.9083
0,750,1.5,1.25,4.5,521.0617
0,750,1.5,1.25,5,592.3251
0,750,1.5,1.5,0.25,583.422
0,750,1.5,1.5,0.5,520.6946
0,750,1.5,1.5,0.75,565.6875
0,750,1.5,1.5,1,518.3457
0,750,1.5,1.5,1.25,576.5627
0,750,1.5,1.5,1.5,562.8496
0,750,1.5,1.5,2,532.8936
0,750,1.5,1.5,2.5,527.0351
0,750,1.5,1.5,3,550.0908
0,750,1.5,1.5,3.5,570.9423
0,750,1.5,1.5,4,569.7468
0,750,1.5,1.5,4.5,522.3411
0,750,1.5,1.5,5,569.2695
0,750,1.5,2,0.25,582.9381
0,750,1.5,2,0.5,535.2004
0,750,1.5,2,0.75,588.6487
0,750,1.5,2,1,636.1642
0,750,1.5,2,1.25,603.4774
0,750,1.5,2,1.5,569.5065
0,750,1.5,2,2,565.123
0,750,1.5,2,2.5,594.1351
0,750,1.5,2,3,591.3061
0,750,1.5,2,3.5,576.0489
0,750,1.5,2,4,591.1468
0,750,1.5,2,4.5,594.4394
0,750,1.5,2,5,578.7504
0,750,1.5,2.5,0.25,603.0296
0,750,1.5,2.5,0.5,599.6414
0,750,1.5,2.5,0.75,604.1893
0,750,1.5,2.5,1,621.2456
0,750,1.5,2.5,1.25,598.2724
0,750,1.5,2.5,1.5,615.389
0,750,1.5,2.5,2,569.4864
0,750,1.5,2.5,2.5,609.6895
0,750,1.5,2.5,3,613.7992
0,750,1.5,2.5,3.5,614.9731
0,750,1.5,2.5,4,594.5627
0,750,1.5,2.5,4.5,552.1558
0,750,1.5,2.5,5,572.7468
0,750,1.5,3,0.25,534.7736
0,750,1.5,3,0.5,582.2766
0,750,1.5,3,0.75,560.2491
0,750,1.5,3,1,580.8817
0,750,1.5,3,1.25,557.4851
0,750,1.5,3,1.5,616.4782
0,750,1.5,3,2,607.671
0,750,1.5,3,2.5,560.8081
0,750,1.5,3,3,606.0438
0,750,1.5,3,3.5,609.1948
0,750,1.5,3,4,631.5853
0,750,1.5,3,4.5,611.1033
0,750,1.5,3,5,602.1933
0,750,1.5,3.5,0.25,559.3706
0,750,1.5,3.5,0.5,517.1626
0,750,1.5,3.5,0.75,545.1833
0,750,1.5,3.5,1,626.2916
0,750,1.5,3.5,1.25,554.0531
0,750,1.5,3.5,1.5,558.7411
0,750,1.5,3.5,2,578.4817
0,750,1.5,3.5,2.5,609.593
0,750,1.5,3.5,3,601.9951
0,750,1.5,3.5,3.5,604.582
0,750,1.5,3.5,4,621.7401
0,750,1.5,3.5,4.5,549.3804
0,750,1.5,3.5,5,592.8608
0,750,1.5,4,0.25,583.4201
0,750,1.5,4,0.5,549.5806
0,750,1.5,4,0.75,637.6608
0,750,1.5,4,1,609.2422
0,750,1.5,4,1.25,617.6422
0,750,1.5,4,1.5,555.6454
0,750,1.5,4,2,545.1473
0,750,1.5,4,2.5,633.6908
0,750,1.5,4,3,646.7301
0,750,1.5,4,3.5,563.3329
0,750,1.5,4,4,611.4127
0,750,1.5,4,4.5,589.6595
0,750,1.5,4,5,644.4574
0,750,1.5,4.5,0.25,663.1193
0,750,1.5,4.5,0.5,579.8705
0,750,1.5,4.5,0.75,521.6063
0,750,1.5,4.5,1,624.4787
0,750,1.5,4.5,1.25,619.6872
0,750,1.5,4.5,1.5,616.9723
0,750,1.5,4.5,2,636.0001
0,750,1.5,4.5,2.5,628.5834
0,750,1.5,4.5,3,633.9468
0,750,1.5,4.5,3.5,589.7163
0,750,1.5,4.5,4,617.1257
0,750,1.5,4.5,4.5,555.3435
0,750,1.5,4.5,5,599.9087
0,750,1.5,5,0.25,508.923
0,750,1.5,5,0.5,531.2307
0,750,1.5,5,0.75,543.3012
0,750,1.5,5,1,567.6171
0,750,1.5,5,1.25,521.6048
0,750,1.5,5,1.5,515.9983
0,750,1.5,5,2,544.9779
0,750,1.5,5,2.5,535.2951
0,750,1.5,5,3,537.4704
0,750,1.5,5,3.5,517.9208
0,750,1.5,5,4,548.7463
0,750,1.5,5,4.5,525.8634
0,750,1.5,5,5,536.2187
0,750,2,0.25,0.25,546.0482
0,750,2,0.25,0.5,539.5453
0,750,2,0.25,0.75,540.3589
0,750,2,0.25,1,563.2501
0,750,2,0.25,1.25,541.5635
0,750,2,0.25,1.5,553.5564
0,750,2,0.25,2,633.2305
0,750,2,0.25,2.5,574.6916
0,750,2,0.25,3,706.9384
0,750,2,0.25,3.5,574.4276
0,750,2,0.25,4,525.7312
0,750,2,0.25,4.5,594.4272
0,750,2,0.25,5,539.6735
0,750,2,0.5,0.25,559.3479
0,750,2,0.5,0.5,580.1466
0,750,2,0.5,0.75,531.9485
0,750,2,0.5,1,529.8464
0,750,2,0.5,1.25,530.6975
0,750,2,0.5,1.5,548.6335
0,750,2,0.5,2,541.8731
0,750,2,0.5,2.5,627.6465
0,750,2,0.5,3,544.2231
0,750,2,0.5,3.5,534.8411
0,750,2,0.5,4,530.9875
0,750,2,0.5,4.5,546.2577
0,750,2,0.5,5,516.4941
0,750,2,0.75,0.25,532.1965
0,750,2,0.75,0.5,566.0534
0,750,2,0.75,0.75,556.3638
0,750,2,0.75,1,505.5593
0,750,2,0.75,1.25,553.8347
0,750,2,0.75,1.5,484.1586
0,750,2,0.75,2,709.0839
0,750,2,0.75,2.5,490.0328
0,750,2,0.75,3,563.5409
0,750,2,0.75,3.5,484.299
0,750,2,0.75,4,743.1818
0,750,2,0.75,4.5,561.4856
0,750,2,0.75,5,644.0831
0,750,2,1,0.25,543.511
0,750,2,1,0.5,531.7232
0,750,2,1,0.75,550.2624
0,750,2,1,1,558.8732
0,750,2,1,1.25,531.3862
0,750,2,1,1.5,546.6275
0,750,2,1,2,501.7953
0,750,2,1,2.5,533.048
0,750,2,1,3,564.1194
0,750,2,1,3.5,524.0448
0,750,2,1,4,540.6159
0,750,2,1,4.5,592.2088
0,750,2,1,5,557.8818
0,750,2,1.25,0.25,557.851
0,750,2,1.25,0.5,513.0036
0,750,2,1.25,0.75,521.7106
0,750,2,1.25,1,547.9031
0,750,2,1.25,1.25,548.9438
0,750,2,1.25,1.5,540.3397
0,750,2,1.25,2,537.3963
0,750,2,1.25,2.5,513.9182
0,750,2,1.25,3,478.7196
0,750,2,1.25,3.5,509.7909
0,750,2,1.25,4,522.2872
0,750,2,1.25,4.5,517.72
0,750,2,1.25,5,589.7371
0,750,2,1.5,0.25,633.234
0,750,2,1.5,0.5,527.1127
0,750,2,1.5,0.75,494.594
0,750,2,1.5,1,619.1384
0,750,2,1.5,1.25,514.5409
0,750,2,1.5,1.5,524.6002
0,750,2,1.5,2,769.4691
0,750,2,1.5,2.5,563.4796
0,750,2,1.5,3,736.3346
0,750,2,1.5,3.5,542.4646
0,750,2,1.5,4,653.5759
0,750,2,1.5,4.5,582.8212
0,750,2,1.5,5,613.9806
0,750,2,2,0.25,562.547
0,750,2,2,0.5,530.3928
0,750,2,2,0.75,573.6454
0,750,2,2,1,563.9902
0,750,2,2,1.25,598.8376
0,750,2,2,1.5,542.6115
0,750,2,2,2,615.5326
0,750,2,2,2.5,547.9725
0,750,2,2,3,527.4649
0,750,2,2,3.5,549.3926
0,750,2,2,4,568.7798
0,750,2,2,4.5,587.9888
0,750,2,2,5,530.0962
0,750,2,2.5,0.25,548.6682
0,750,2,2.5,0.5,553.1964
0,750,2,2.5,0.75,549.8838
0,750,2,2.5,1,541.2839
0,750,2,2.5,1.25,545.7696
0,750,2,2.5,1.5,554.382
0,750,2,2.5,2,553.3619
0,750,2,2.5,2.5,540.2343
0,750,2,2.5,3,553.4927
0,750,2,2.5,3.5,560.5402
0,750,2,2.5,4,543.8561
0,750,2,2.5,4.5,520.6216
0,750,2,2.5,5,522.3639
0,750,2,3,0.25,535.4658
0,750,2,3,0.5,542.4053
0,750,2,3,0.75,533.5517
0,750,2,3,1,557.6968
0,750,2,3,1.25,532.0683
0,750,2,3,1.5,570.1985
0,750,2,3,2,520.7782
0,750,2,3,2.5,568.3432
0,750,2,3,3,546.9655
0,750,2,3,3.5,541.6249
0,750,2,3,4,622.7629
0,750,2,3,4.5,564.9691
0,750,2,3,5,592.5539
0,750,2,3.5,0.25,571.7433
0,750,2,3.5,0.5,598.5391
0,750,2,3.5,0.75,635.8969
0,750,2,3.5,1,595.2896
0,750,2,3.5,1.25,560.3205
0,750,2,3.5,1.5,548.7355
0,750,2,3.5,2,565.4747
0,750,2,3.5,2.5,574.8708
0,750,2,3.5,3,604.0561
0,750,2,3.5,3.5,566.8441
0,750,2,3.5,4,595.8815
0,750,2,3.5,4.5,562.1094
0,750,2,3.5,5,574.7471
0,750,2,4,0.25,527.1768
0,750,2,4,0.5,637.7517
0,750,2,4,0.75,624.6063
0,750,2,4,1,600.0802
0,750,2,4,1.25,587.2863
0,750,2,4,1.5,609.3862
0,750,2,4,2,565.7043
0,750,2,4,2.5,626.3913
0,750,2,4,3,573.7402
0,750,2,4,3.5,586.6474
0,750,2,4,4,571.0846
0,750,2,4,4.5,567.5196
0,750,2,4,5,631.7557
0,750,2,4.5,0.25,574.9007
0,750,2,4.5,0.5,500.9056
0,750,2,4.5,0.75,626.9422
0,750,2,4.5,1,532.2793
0,750,2,4.5,1.25,566.9525
0,750,2,4.5,1.5,571.0136
0,750,2,4.5,2,607.0259
0,750,2,4.5,2.5,591.4463
0,750,2,4.5,3,538.1333
0,750,2,4.5,3.5,512.1076
0,750,2,4.5,4,611.449
0,750,2,4.5,4.5,621.3132
0,750,2,4.5,5,543.7257
0,750,2,5,0.25,612.9576
0,750,2,5,0.5,589.1064
0,750,2,5,0.75,607.4149
0,750,2,5,1,552.2215
0,750,2,5,1.25,557.8915
0,750,2,5,1.5,600.7959
0,750,2,5,2,540.4563
0,750,2,5,2.5,577.5091
0,750,2,5,3,575.0344
0,750,2,5,3.5,595.5305
0,750,2,5,4,524.3395
0,750,2,5,4.5,609.2276
0,750,2,5,5,592.7815
0,500,1,0.25,0.25,542.2836
0,500,1,0.25,0.5,555.9341
0,500,1,0.25,0.75,559.9594
0,500,1,0.25,1,609.2596
0,500,1,0.25,1.25,577.5868
0,500,1,0.25,1.5,536.0016
0,500,1,0.25,2,546.8108
0,500,1,0.25,2.5,538.4022
0,500,1,0.25,3,543.4436
0,500,1,0.25,3.5,532.5314
0,500,1,0.25,4,591.7283
0,500,1,0.25,4.5,521.998
0,500,1,0.25,5,534.4854
0,500,1,0.5,0.25,544.3541
0,500,1,0.5,0.5,559.4023
0,500,1,0.5,0.75,555.3559
0,500,1,0.5,1,517.6552
0,500,1,0.5,1.25,526.5475
0,500,1,0.5,1.5,539.312
0,500,1,0.5,2,534.2221
0,500,1,0.5,2.5,536.3018
0,500,1,0.5,3,554.9275
0,500,1,0.5,3.5,745.0972
0,500,1,0.5,4,553.4992
0,500,1,0.5,4.5,554.7258
0,500,1,0.5,5,542.6536
0,500,1,0.75,0.25,570.0733
0,500,1,0.75,0.5,556.8662
0,500,1,0.75,0.75,534.7746
0,500,1,0.75,1,509.0559
0,500,1,0.75,1.25,517.651
0,500,1,0.75,1.5,515.5841
0,500,1,0.75,2,643.6898
0,500,1,0.75,2.5,526.6668
0,500,1,0.75,3,527.657
0,500,1,0.75,3.5,585.8264
0,500,1,0.75,4,525.1348
0,500,1,0.75,4.5,519.5504
0,500,1,0.75,5,592.2567
0,500,1,1,0.25,530.6675
0,500,1,1,0.5,565.6275
0,500,1,1,0.75,557.4187
0,500,1,1,1,565.3775
0,500,1,1,1.25,551.1438
0,500,1,1,1.5,628.2938
0,500,1,1,2,578.8098
0,500,1,1,2.5,535.3999
0,500,1,1,3,565.2971
0,500,1,1,3.5,554.6608
0,500,1,1,4,1217.415
0,500,1,1,4.5,514.5991
0,500,1,1,5,539.5779
0,500,1,1.25,0.25,589.9593
0,500,1,1.25,0.5,550.236
0,500,1,1.25,0.75,553.6577
0,500,1,1.25,1,513.3073
0,500,1,1.25,1.25,522.1472
0,500,1,1.25,1.5,519.5826
0,500,1,1.25,2,515.1481
0,500,1,1.25,2.5,530.7304
0,500,1,1.25,3,518.0044
0,500,1,1.25,3.5,553.2981
0,500,1,1.25,4,575.1763
0,500,1,1.25,4.5,577.4094
0,500,1,1.25,5,606.2264
0,500,1,1.5,0.25,557.5046
0,500,1,1.5,0.5,587.6218
0,500,1,1.5,0.75,516.0436
0,500,1,1.5,1,582.6595
0,500,1,1.5,1.25,642.6523
0,500,1,1.5,1.5,557.6632
0,500,1,1.5,2,581.9038
0,500,1,1.5,2.5,556.6784
0,500,1,1.5,3,580.7012
0,500,1,1.5,3.5,545.2586
0,500,1,1.5,4,553.5856
0,500,1,1.5,4.5,612.8235
0,500,1,1.5,5,544.6588
0,500,1,2,0.25,746.7189
0,500,1,2,0.5,582.7175
0,500,1,2,0.75,566.9805
0,500,1,2,1,950.7452
0,500,1,2,1.25,547.8947
0,500,1,2,1.5,648.6248
0,500,1,2,2,552.3583
0,500,1,2,2.5,530.0829
0,500,1,2,3,538.8131
0,500,1,2,3.5,531.233
0,500,1,2,4,613.1287
0,500,1,2,4.5,592.6059
0,500,1,2,5,559.5269
0,500,1,2.5,0.25,559.427
0,500,1,2.5,0.5,519.7819
0,500,1,2.5,0.75,553.5103
0,500,1,2.5,1,555.6555
0,500,1,2.5,1.25,575.4568
0,500,1,2.5,1.5,714.6173
0,500,1,2.5,2,549.2903
0,500,1,2.5,2.5,665.617
0,500,1,2.5,3,541.5051
0,500,1,2.5,3.5,640.7107
0,500,1,2.5,4,637.9096
0,500,1,2.5,4.5,658.7522
0,500,1,2.5,5,774.2788
0,500,1,3,0.25,791.5114
0,500,1,3,0.5,551.9873
0,500,1,3,0.75,635.0658
0,500,1,3,1,652.6074
0,500,1,3,1.25,640.1209
0,500,1,3,1.5,717.2917
0,500,1,3,2,680.3366
0,500,1,3,2.5,637.2742
0,500,1,3,3,684.7734
0,500,1,3,3.5,597.3807
0,500,1,3,4,643.5853
0,500,1,3,4.5,612.3058
0,500,1,3,5,679.9901
0,500,1,3.5,0.25,640.6212
0,500,1,3.5,0.5,557.3845
0,500,1,3.5,0.75,557.8295
0,500,1,3.5,1,593.9666
0,500,1,3.5,1.25,689.7
0,500,1,3.5,1.5,571.1077
0,500,1,3.5,2,553.3039
0,500,1,3.5,2.5,570.0894
0,500,1,3.5,3,539.3522
0,500,1,3.5,3.5,538.913
0,500,1,3.5,4,659.644
0,500,1,3.5,4.5,704.7142
0,500,1,3.5,5,522.2876
0,500,1,4,0.25,554.1655
0,500,1,4,0.5,543.8598
0,500,1,4,0.75,533.4705
0,500,1,4,1,562.0805
0,500,1,4,1.25,528.4076
0,500,1,4,1.5,546.8758
0,500,1,4,2,630.5724
0,500,1,4,2.5,563.2459
0,500,1,4,3,562.2843
0,500,1,4,3.5,544.7321
0,500,1,4,4,532.1459
0,500,1,4,4.5,684.0679
0,500,1,4,5,663.1885
0,500,1,4.5,0.25,627.6552
0,500,1,4.5,0.5,531.3217
0,500,1,4.5,0.75,544.1177
0,500,1,4.5,1,590.7734
0,500,1,4.5,1.25,556.9101
0,500,1,4.5,1.5,628.0053
0,500,1,4.5,2,629.2692
0,500,1,4.5,2.5,549.1413
0,500,1,4.5,3,550.5606
0,500,1,4.5,3.5,675.3804
0,500,1,4.5,4,526.5213
0,500,1,4.5,4.5,591.1009
0,500,1,4.5,5,581.2046
0,500,1,5,0.25,818.5529
0,500,1,5,0.5,554.7832
0,500,1,5,0.75,561.4901
0,500,1,5,1,552.9328
0,500,1,5,1.25,521.1089
0,500,1,5,1.5,532.7994
0,500,1,5,2,580.3887
0,500,1,5,2.5,532.5784
0,500,1,5,3,536.3399
0,500,1,5,3.5,577.1399
0,500,1,5,4,585.1447
0,500,1,5,4.5,515.2938
0,500,1,5,5,528.5336
0,500,1.5,0.25,0.25,385.6958
0,500,1.5,0.25,0.5,387.801
0,500,1.5,0.25,0.75,395.1138
0,500,1.5,0.25,1,374.0483
0,500,1.5,0.25,1.25,373.8214
0,500,1.5,0.25,1.5,373.5205
0,500,1.5,0.25,2,399.1778
0,500,1.5,0.25,2.5,398.6951
0,500,1.5,0.25,3,385.3583
0,500,1.5,0.25,3.5,389.1037
0,500,1.5,0.25,4,397.8052
0,500,1.5,0.25,4.5,377.1984
0,500,1.5,0.25,5,423.5751
0,500,1.5,0.5,0.25,392.2544
0,500,1.5,0.5,0.5,388.594
0,500,1.5,0.5,0.75,386.0444
0,500,1.5,0.5,1,386.061
0,500,1.5,0.5,1.25,371.3939
0,500,1.5,0.5,1.5,422.0545
0,500,1.5,0.5,2,389.3345
0,500,1.5,0.5,2.5,425.4673
0,500,1.5,0.5,3,387.1636
0,500,1.5,0.5,3.5,396.922
0,500,1.5,0.5,4,396.3345
0,500,1.5,0.5,4.5,383.5408
0,500,1.5,0.5,5,384.2219
0,500,1.5,0.75,0.25,394.7717
0,500,1.5,0.75,0.5,377.273
0,500,1.5,0.75,0.75,372.8584
0,500,1.5,0.75,1,396.2494
0,500,1.5,0.75,1.25,373.3444
0,500,1.5,0.75,1.5,404.2383
0,500,1.5,0.75,2,385.677
0,500,1.5,0.75,2.5,398.0813
0,500,1.5,0.75,3,403.3366
0,500,1.5,0.75,3.5,397.3215
0,500,1.5,0.75,4,366.3319
0,500,1.5,0.75,4.5,385.6796
0,500,1.5,0.75,5,392.4689
0,500,1.5,1,0.25,395.6658
0,500,1.5,1,0.5,384.9037
0,500,1.5,1,0.75,377.5262
0,500,1.5,1,1,393.2158
0,500,1.5,1,1.25,409.0327
0,500,1.5,1,1.5,394.1708
0,500,1.5,1,2,388.1523
0,500,1.5,1,2.5,353.0226
0,500,1.5,1,3,384.5566
0,500,1.5,1,3.5,387.355
0,500,1.5,1,4,366.2039
0,500,1.5,1,4.5,395.3637
0,500,1.5,1,5,384.4137
0,500,1.5,1.25,0.25,395.0845
0,500,1.5,1.25,0.5,412.757
0,500,1.5,1.25,0.75,485.599
0,500,1.5,1.25,1,421.2047
0,500,1.5,1.25,1.25,419.3432
0,500,1.5,1.25,1.5,387.3064
0,500,1.5,1.25,2,419.2683
0,500,1.5,1.25,2.5,404.2683
0,500,1.5,1.25,3,447.3894
0,500,1.5,1.25,3.5,431.0488
0,500,1.5,1.25,4,424.7886
0,500,1.5,1.25,4.5,402.8878
0,500,1.5,1.25,5,436.1567
0,500,1.5,1.5,0.25,392.8447
0,500,1.5,1.5,0.5,421.6944
0,500,1.5,1.5,0.75,415.004
0,500,1.5,1.5,1,423.6927
0,500,1.5,1.5,1.25,416.0409
0,500,1.5,1.5,1.5,423.1918
0,500,1.5,1.5,2,424.4811
0,500,1.5,1.5,2.5,426.8788
0,500,1.5,1.5,3,426.9898
0,500,1.5,1.5,3.5,428.2179
0,500,1.5,1.5,4,404.9976
0,500,1.5,1.5,4.5,422.9791
0,500,1.5,1.5,5,427.7774
0,500,1.5,2,0.25,400.6189
0,500,1.5,2,0.5,412.592
0,500,1.5,2,0.75,431.9512
0,500,1.5,2,1,459.3479
0,500,1.5,2,1.25,424.445
0,500,1.5,2,1.5,391.7756
0,500,1.5,2,2,426.5549
0,500,1.5,2,2.5,403.4711
0,500,1.5,2,3,432.1675
0,500,1.5,2,3.5,408.6875
0,500,1.5,2,4,426.3699
0,500,1.5,2,4.5,386.9937
0,500,1.5,2,5,386.2057
0,500,1.5,2.5,0.25,398.4407
0,500,1.5,2.5,0.5,408.0066
0,500,1.5,2.5,0.75,377.9083
0,500,1.5,2.5,1,413.2072
0,500,1.5,2.5,1.25,423.2732
0,500,1.5,2.5,1.5,426.6304
0,500,1.5,2.5,2,447.8593
0,500,1.5,2.5,2.5,448.73
0,500,1.5,2.5,3,425.6783
0,500,1.5,2.5,3.5,402.7434
0,500,1.5,2.5,4,381.8062
0,500,1.5,2.5,4.5,376.4104
0,500,1.5,2.5,5,397.3363
0,500,1.5,3,0.25,425.1081
0,500,1.5,3,0.5,410.7177
0,500,1.5,3,0.75,382.7531
0,500,1.5,3,1,382.3562
0,500,1.5,3,1.25,422.4549
0,500,1.5,3,1.5,432.3596
0,500,1.5,3,2,428.619
0,500,1.5,3,2.5,413.1066
0,500,1.5,3,3,411.7061
0,500,1.5,3,3.5,393.3538
0,500,1.5,3,4,403.1612
0,500,1.5,3,4.5,417.6375
0,500,1.5,3,5,431.4028
0,500,1.5,3.5,0.25,405.5257
0,500,1.5,3.5,0.5,408.7876
0,500,1.5,3.5,0.75,426.8038
0,500,1.5,3.5,1,385.9035
0,500,1.5,3.5,1.25,406.2669
0,500,1.5,3.5,1.5,413.8676
0,500,1.5,3.5,2,431.4762
0,500,1.5,3.5,2.5,420.235
0,500,1.5,3.5,3,384.1652
0,500,1.5,3.5,3.5,427.9775
0,500,1.5,3.5,4,395.3529
0,500,1.5,3.5,4.5,407.3468
0,500,1.5,3.5,5,397.0138
0,500,1.5,4,0.25,425.312
0,500,1.5,4,0.5,470.4921
0,500,1.5,4,0.75,381.0455
0,500,1.5,4,1,432.0593
0,500,1.5,4,1.25,442.6458
0,500,1.5,4,1.5,452.9781
0,500,1.5,4,2,445.9232
0,500,1.5,4,2.5,435.4605
0,500,1.5,4,3,431.9231
0,500,1.5,4,3.5,420.1693
0,500,1.5,4,4,446.0181
